,ligand_name,sequence_id,label
3427,1,27134,0
3428,1,17494,0
3429,1,2624,1
3430,1,15820,0
3431,1,10944,1
3433,1,15263,0
3434,1,8603,1
3435,1,12492,1
3436,1,23904,0
3437,1,19271,0
3439,1,20600,0
3440,1,21208,0
3441,1,9887,1
3442,1,6969,1
3443,1,17926,0
3444,1,18896,0
3445,1,24135,0
3446,1,8654,1
3447,1,20097,0
3448,1,14337,0
3449,1,16175,0
3450,1,14229,0
3451,1,15290,0
3452,1,4496,1
3453,1,4307,1
3454,1,3520,1
3455,1,11307,1
3456,1,18448,0
3457,1,12896,1
3458,1,13141,1
3459,1,17613,0
3460,1,2078,1
3461,1,14244,0
3462,1,8468,1
3463,1,2183,1
3464,1,16636,0
3465,1,23114,0
3466,1,2522,1
3467,1,7476,1
3468,1,22222,0
3469,1,23925,0
3470,1,12922,1
3471,1,14205,0
3472,1,9050,1
3473,1,16064,0
3474,1,1222,1
3475,1,23815,0
3476,1,24775,0
3477,1,10615,1
3478,1,2154,1
3479,1,26572,0
3480,1,2298,1
3481,1,13764,0
3482,1,8977,1
3483,1,8350,1
3484,1,14034,0
3485,1,19564,0
3486,1,20639,0
3487,1,17853,0
3488,1,8899,1
3489,1,6728,1
3490,1,25782,0
3491,1,22018,0
3492,1,25595,0
3493,1,9464,1
3494,1,205,1
3495,1,9026,1
3496,1,14358,0
3497,1,19560,0
3498,1,21944,0
3499,1,23009,0
3500,1,3538,1
3501,1,20661,0
3503,1,10084,1
3504,1,958,1
3505,1,5701,1
3506,1,21043,0
3507,1,1005,1
3508,1,18854,0
3509,1,22670,0
3510,1,16844,0
3511,1,2771,1
3512,1,109,1
3513,1,19876,0
3514,1,12789,1
3515,1,14202,0
3516,1,17293,0
3517,1,25416,0
3518,1,18582,0
3519,1,22352,0
3520,1,22394,0
3521,1,8109,1
3522,1,2339,1
3523,1,17129,0
3524,1,11804,1
3525,1,23444,0
3526,1,9332,1
3527,1,11316,1
3528,1,8117,1
3529,1,14020,0
3530,1,4045,1
3531,1,22351,0
3532,1,12650,1
3533,1,9989,1
3534,1,12139,1
3535,1,25456,0
3536,1,19689,0
3537,1,12723,1
3538,1,1476,1
3540,1,5748,1
3541,1,9264,1
3542,1,4731,1
3543,1,19664,0
3544,1,9620,1
3545,1,50,1
3546,1,21811,0
3547,1,10607,1
3548,1,12705,1
3549,1,1686,1
3550,1,15394,0
3551,1,7413,1
3552,1,24329,0
3553,1,15973,0
3554,1,11812,1
3555,1,12344,1
3556,1,17523,0
3557,1,21649,0
3558,1,5404,1
3559,1,24910,0
3560,1,20462,0
3561,1,21600,0
3562,1,3198,1
3563,1,5254,1
3564,1,4224,1
3565,1,17305,0
3566,1,23237,0
3567,1,9012,1
3568,1,15604,0
3569,1,4828,1
3570,1,13614,1
3571,1,18775,0
3572,1,25641,0
3573,1,15591,0
3574,1,8583,1
3576,1,14934,0
3577,1,16253,0
3578,1,20060,0
3579,1,12016,1
3580,1,25811,0
3581,1,18053,0
3582,1,21782,0
3583,1,16731,0
3584,1,7110,1
3585,1,1223,1
3586,1,24272,0
3587,1,14910,0
3588,1,12781,1
3590,1,23392,0
3591,1,24977,0
3592,1,930,1
3593,1,16401,0
3594,1,9739,1
3595,1,23813,0
3596,1,6002,1
3597,1,15756,0
3598,1,17516,0
3599,1,982,1
3600,1,5023,1
3601,1,8546,1
3602,1,10548,1
3603,1,24110,0
3604,1,3785,1
3605,1,22510,0
3606,1,4752,1
3607,1,23087,0
3608,1,24131,0
3609,1,22566,0
3610,1,12530,1
3611,1,22618,0
3612,1,17074,0
3613,1,8395,1
3614,1,10342,1
3615,1,22243,0
3616,1,19993,0
3618,1,24764,0
3619,1,10092,1
3620,1,26960,0
3621,1,25553,0
3622,1,24998,0
3623,1,4671,1
3624,1,25186,0
3625,1,15869,0
3626,1,20092,0
3627,1,20794,0
3628,1,13641,1
3629,1,14239,0
3630,1,19757,0
3631,1,19084,0
3632,1,18772,0
3633,1,10062,1
3634,1,4323,1
3635,1,14508,0
3636,1,27047,0
3637,1,25128,0
3638,1,10620,1
3639,1,23521,0
3640,1,9338,1
3641,1,13432,1
3642,1,23407,0
3643,1,22416,0
3644,1,7660,1
3645,1,20579,0
3646,1,23202,0
3647,1,19794,0
3648,1,5948,1
3649,1,19836,0
3650,1,21624,0
3651,1,8951,1
3652,1,15529,0
3653,1,5885,1
3654,1,24068,0
3655,1,5751,1
3656,1,21409,0
3657,1,8220,1
3658,1,12179,1
3659,1,11121,1
3660,1,1989,1
3661,1,26981,0
3662,1,20315,0
3663,1,2439,1
3664,1,21557,0
3665,1,3379,1
3666,1,21455,0
3667,1,23391,0
3668,1,16897,0
3669,1,3934,1
3670,1,24732,0
3671,1,2039,1
3672,1,2360,1
3673,1,10158,1
3674,1,1964,1
3675,1,8657,1
3677,1,16674,0
3678,1,6669,1
3679,1,8799,1
3680,1,12301,1
3681,1,20459,0
3682,1,18455,0
3683,1,14189,0
3684,1,5288,1
3685,1,2452,1
3686,1,10352,1
3687,1,22494,0
3688,1,6936,1
3689,1,10803,1
3690,1,22057,0
3691,1,14494,0
3692,1,15615,0
3693,1,13172,1
3694,1,13075,1
3695,1,25591,0
3696,1,7775,1
3697,1,22185,0
3698,1,17281,0
3699,1,12509,1
3700,1,2046,1
3701,1,6327,1
3702,1,22751,0
3703,1,8456,1
3704,1,9681,1
3705,1,14447,0
3706,1,21530,0
3707,1,10153,1
3708,1,4116,1
3709,1,27024,0
3710,1,5031,1
3711,1,23187,0
3712,1,12528,1
3714,1,13084,1
3715,1,23766,0
3716,1,7383,1
3717,1,20272,0
3718,1,14099,0
3719,1,23152,0
3720,1,9010,1
3721,1,13512,1
3722,1,2089,1
3723,1,25593,0
3724,1,6015,1
3725,1,11743,1
3726,1,6647,1
3728,1,16888,0
3729,1,8239,1
3730,1,21048,0
3731,1,5176,1
3732,1,19416,0
3733,1,6590,1
3734,1,16327,0
3735,1,15067,0
3736,1,3655,1
3737,1,17803,0
3738,1,12416,1
3739,1,9602,1
3740,1,26262,0
3741,1,3975,1
3742,1,8388,1
3743,1,1119,1
3744,1,16381,0
3745,1,12943,1
3746,1,22349,0
3747,1,23594,0
3748,1,15535,0
3749,1,13215,1
3750,1,21345,0
3751,1,12498,1
3752,1,16686,0
3754,1,15404,0
3755,1,7167,1
3756,1,16124,0
3757,1,21934,0
3758,1,4464,1
3759,1,21396,0
3760,1,19294,0
3761,1,285,1
3762,1,25030,0
3763,1,18101,0
3764,1,22388,0
3765,1,23408,0
3766,1,8116,1
3767,1,6230,1
3768,1,19130,0
3769,1,23690,0
3770,1,23251,0
3772,1,3048,1
3773,1,13783,0
3774,1,14958,0
3775,1,19068,0
3776,1,4046,1
3777,1,20446,0
3778,1,1918,1
3779,1,1736,1
3780,1,1979,1
3781,1,2067,1
3782,1,16810,0
3783,1,4445,1
3784,1,5893,1
3785,1,24526,0
3786,1,1156,1
3787,1,26319,0
3788,1,21148,0
3789,1,4691,1
3791,1,20513,0
3792,1,26019,0
3793,1,23469,0
3794,1,2919,1
3795,1,16894,0
3796,1,1693,1
3797,1,16137,0
3798,1,2732,1
3799,1,22497,0
3800,1,17012,0
3801,1,8878,1
3803,1,8541,1
3804,1,25032,0
3805,1,22290,0
3806,1,3755,1
3807,1,25161,0
3808,1,17004,0
3809,1,6755,1
3810,1,7300,1
3811,1,15725,0
3812,1,5970,1
3813,1,5230,1
3814,1,4021,1
3815,1,21140,0
3816,1,18821,0
3817,1,15387,0
3818,1,13114,1
3819,1,12350,1
3820,1,18054,0
3821,1,7593,1
3822,1,25896,0
3823,1,18046,0
3824,1,13346,1
3825,1,1373,1
3826,1,7695,1
3827,1,14339,0
3828,1,8126,1
3829,1,13494,1
3830,1,21423,0
3831,1,10654,1
3832,1,10461,1
3833,1,17779,0
3834,1,426,1
3835,1,10318,1
3836,1,13676,0
3837,1,20971,0
3838,1,22834,0
3839,1,339,1
3840,1,3480,1
3841,1,26810,0
3842,1,18577,0
3843,1,723,1
3844,1,9412,1
3845,1,12923,1
3846,1,12140,1
3848,1,15518,0
3849,1,2959,1
3850,1,129,1
3851,1,3663,1
3852,1,18411,0
3853,1,15133,0
3854,1,13989,0
3855,1,13328,1
3856,1,3194,1
3858,1,11402,1
3859,1,16675,0
3860,1,3403,1
3861,1,20497,0
3862,1,25034,0
3863,1,3269,1
3864,1,25105,0
3865,1,20369,0
3866,1,1442,1
3867,1,19257,0
3868,1,22132,0
3869,1,27275,0
3870,1,10898,1
3871,1,11817,1
3872,1,6286,1
3873,1,608,1
3874,1,16352,0
3875,1,16027,0
3876,1,19,1
3877,1,15281,0
3878,1,22564,0
3879,1,21454,0
3880,1,19146,0
3881,1,1643,1
3882,1,24576,0
3883,1,19030,0
3884,1,12636,1
3885,1,2487,1
3886,1,17792,0
3887,1,14637,0
3888,1,20387,0
3889,1,25973,0
3890,1,25954,0
3891,1,7115,1
3892,1,24480,0
3893,1,24103,0
3894,1,3800,1
3896,1,7700,1
3897,1,1649,1
3898,1,27062,0
3899,1,19230,0
3900,1,24306,0
3901,1,7648,1
3902,1,18916,0
3903,1,8506,1
3904,1,19714,0
3905,1,12259,1
3906,1,19551,0
3907,1,17609,0
3908,1,8849,1
3909,1,19059,0
3910,1,751,1
3911,1,9514,1
3913,1,20439,0
3914,1,9920,1
3915,1,23141,0
3916,1,19350,0
3917,1,2086,1
3918,1,16554,0
3919,1,12029,1
3920,1,21144,0
3921,1,14577,0
3922,1,22790,0
3923,1,14959,0
3924,1,19312,0
3925,1,26975,0
3926,1,2364,1
3927,1,47,1
3928,1,25265,0
3930,1,14151,0
3931,1,15333,0
3932,1,2758,1
3933,1,14921,0
3934,1,3289,1
3935,1,18750,0
3936,1,4755,1
3937,1,25801,0
3938,1,17967,0
3939,1,25045,0
3941,1,24461,0
3942,1,16498,0
3943,1,13701,0
3944,1,10836,1
3945,1,20096,0
3946,1,25626,0
3947,1,1213,1
3948,1,19344,0
3949,1,7160,1
3950,1,11129,1
3951,1,19812,0
3952,1,24472,0
3953,1,14471,0
3954,1,25180,0
3955,1,2912,1
3956,1,26450,0
3957,1,6369,1
3958,1,1038,1
3959,1,7931,1
3960,1,24748,0
3961,1,26768,0
3962,1,10316,1
3963,1,20569,0
3964,1,21660,0
3965,1,24299,0
3966,1,26900,0
3967,1,5736,1
3968,1,19634,0
3969,1,21791,0
3970,1,26039,0
3971,1,8883,1
3973,1,21929,0
3974,1,20711,0
3975,1,25794,0
3976,1,241,1
3977,1,23909,0
3978,1,23030,0
3979,1,23037,0
3980,1,19534,0
3981,1,17651,0
3982,1,1952,1
3983,1,6257,1
3984,1,1594,1
3985,1,24245,0
3986,1,1984,1
3987,1,17259,0
3988,1,21301,0
3989,1,1042,1
3990,1,15879,0
3991,1,23394,0
3992,1,1783,1
3993,1,62,1
3994,1,0,1
3995,1,11644,1
3996,1,3462,1
3997,1,21383,0
3998,1,12637,1
3999,1,2144,1
4000,1,22000,0
4001,1,3665,1
4002,1,21700,0
4003,1,14302,0
4004,1,16022,0
4005,1,19193,0
4006,1,2271,1
4007,1,17230,0
4008,1,18874,0
4009,1,19768,0
4010,1,24649,0
4011,1,12163,1
4012,1,14474,0
4014,1,15684,0
4015,1,25733,0
4016,1,21413,0
4017,1,6543,1
4018,1,13748,0
4019,1,9757,1
4020,1,1941,1
4021,1,11086,1
4022,1,8327,1
4023,1,3449,1
4024,1,16076,0
4025,1,11660,1
4027,1,10563,1
4028,1,11153,1
4029,1,14111,0
4030,1,10260,1
4031,1,17735,0
4032,1,16042,0
4033,1,413,1
4034,1,19415,0
4035,1,9367,1
4036,1,17927,0
4037,1,18996,0
4038,1,3954,1
4039,1,26377,0
4040,1,8464,1
4041,1,7385,1
4042,1,12526,1
4043,1,23797,0
4044,1,27133,0
4045,1,10421,1
4046,1,12599,1
4047,1,12117,1
4049,1,12694,1
4051,1,15420,0
4052,1,5321,1
4053,1,13077,1
4054,1,7915,1
4055,1,11289,1
4056,1,1523,1
4057,1,12339,1
4058,1,11614,1
4059,1,26191,0
4060,1,12519,1
4061,1,10465,1
4062,1,2634,1
4063,1,16651,0
4064,1,20404,0
4065,1,20591,0
4066,1,16597,0
4067,1,1130,1
4068,1,10714,1
4069,1,16712,0
4070,1,1416,1
4071,1,5849,1
4072,1,21114,0
4073,1,1621,1
4074,1,16041,0
4075,1,1840,1
4076,1,13111,1
4077,1,7177,1
4078,1,26492,0
4079,1,23544,0
4080,1,24997,0
4081,1,25557,0
4082,1,1486,1
4083,1,12985,1
4085,1,22085,0
4086,1,1238,1
4087,1,18817,0
4088,1,9909,1
4089,1,18195,0
4090,1,11011,1
4091,1,6063,1
4093,1,21416,0
4094,1,15418,0
4095,1,17169,0
4096,1,12994,1
4097,1,9016,1
4098,1,9150,1
4099,1,17672,0
4100,1,20843,0
4101,1,8614,1
4102,1,15291,0
4103,1,21433,0
4104,1,6967,1
4105,1,18253,0
4106,1,18242,0
4107,1,24800,0
4108,1,24566,0
4109,1,21318,0
4110,1,1315,1
4111,1,12136,1
4112,1,6076,1
4113,1,17610,0
4114,1,4941,1
4115,1,6467,1
4116,1,10798,1
4117,1,8330,1
4118,1,9560,1
4120,1,6243,1
4121,1,5003,1
4122,1,25245,0
4123,1,7101,1
4124,1,21595,0
4125,1,16070,0
4126,1,17034,0
4127,1,22870,0
4128,1,10830,1
4129,1,18247,0
4130,1,12377,1
4131,1,12578,1
4132,1,14054,0
4133,1,22862,0
4134,1,13421,1
4135,1,13438,1
4136,1,21039,0
4137,1,6105,1
4138,1,23208,0
4139,1,18457,0
4140,1,7735,1
4141,1,2802,1
4142,1,15065,0
4143,1,14723,0
4144,1,19940,0
4145,1,2054,1
4146,1,17596,0
4147,1,12811,1
4148,1,19470,0
4149,1,21285,0
4150,1,9601,1
4151,1,1270,1
4153,1,4852,1
4154,1,9883,1
4155,1,9820,1
4156,1,9863,1
4157,1,7914,1
4158,1,14495,0
4159,1,12568,1
4160,1,13316,1
4161,1,10883,1
4162,1,3787,1
4163,1,24965,0
4164,1,6832,1
4165,1,4741,1
4166,1,17476,0
4167,1,9400,1
4168,1,16421,0
4169,1,22470,0
4170,1,15590,0
4171,1,11585,1
4172,1,18605,0
4173,1,9282,1
4174,1,3120,1
4175,1,6436,1
4176,1,26015,0
4177,1,9725,1
4178,1,24225,0
4179,1,4999,1
4181,1,2614,1
4182,1,2636,1
4183,1,12256,1
4184,1,25571,0
4185,1,7677,1
4186,1,5990,1
4187,1,16382,0
4188,1,26236,0
4189,1,24033,0
4190,1,9973,1
4191,1,9740,1
4192,1,2211,1
4193,1,20340,0
4194,1,20326,0
4195,1,25286,0
4196,1,10495,1
4197,1,22312,0
4198,1,7409,1
4199,1,14654,0
4200,1,5166,1
4201,1,12692,1
4202,1,24039,0
4204,1,18742,0
4205,1,19898,0
4206,1,15759,0
4207,1,1767,1
4208,1,8773,1
4209,1,5279,1
4210,1,5960,1
4212,1,15794,0
4213,1,23454,0
4214,1,16572,0
4215,1,5250,1
4216,1,7616,1
4217,1,21181,0
4218,1,16683,0
4219,1,23923,0
4220,1,17446,0
4222,1,10328,1
4223,1,12928,1
4224,1,1002,1
4225,1,17549,0
4226,1,26066,0
4227,1,22426,0
4228,1,6723,1
4230,1,14398,0
4231,1,17268,0
4232,1,17507,0
4233,1,9578,1
4234,1,27149,0
4235,1,23749,0
4236,1,11096,1
4237,1,13167,1
4238,1,26172,0
4239,1,13014,1
4240,1,5933,1
4241,1,2953,1
4242,1,23607,0
4243,1,22175,0
4244,1,6956,1
4245,1,2737,1
4246,1,12359,1
4247,1,21647,0
4248,1,17683,0
4249,1,2857,1
4250,1,4436,1
4251,1,5106,1
4253,1,7459,1
4254,1,11224,1
4255,1,23569,0
4256,1,10034,1
4257,1,9351,1
4258,1,14954,0
4259,1,13714,0
4260,1,12842,1
4261,1,22672,0
4262,1,4625,1
4263,1,16104,0
4264,1,18469,0
4265,1,3545,1
4266,1,13557,1
4267,1,16417,0
4268,1,26220,0
4269,1,15058,0
4270,1,12279,1
4272,1,6132,1
4273,1,16591,0
4274,1,2821,1
4275,1,2021,1
4276,1,12010,1
4277,1,12514,1
4278,1,17252,0
4279,1,6098,1
4280,1,2556,1
4281,1,21461,0
4282,1,16751,0
4283,1,23447,0
4285,1,181,1
4286,1,17024,0
4287,1,21867,0
4288,1,11504,1
4289,1,1853,1
4290,1,13133,1
4292,1,20782,0
4293,1,1250,1
4294,1,22262,0
4295,1,16623,0
4296,1,8818,1
4297,1,10069,1
4298,1,3966,1
4299,1,26648,0
4300,1,23302,0
4301,1,10118,1
4302,1,7141,1
4303,1,21214,0
4304,1,8081,1
4305,1,22558,0
4306,1,24882,0
4307,1,5234,1
4308,1,11507,1
4309,1,13508,1
4310,1,12490,1
4311,1,17894,0
4312,1,677,1
4313,1,8985,1
4314,1,5091,1
4317,1,18603,0
4318,1,7014,1
4319,1,4930,1
4320,1,10331,1
4321,1,12727,1
4322,1,16316,0
4323,1,26990,0
4324,1,8564,1
4325,1,248,1
4326,1,8962,1
4327,1,22801,0
4328,1,13958,0
4329,1,15933,0
4330,1,3999,1
4331,1,17426,0
4332,1,14757,0
4333,1,15191,0
4334,1,20371,0
4335,1,4980,1
4336,1,20917,0
4337,1,10511,1
4338,1,2241,1
4339,1,16074,0
4340,1,2589,1
4341,1,14505,0
4342,1,13078,1
4343,1,5146,1
4344,1,15915,0
4345,1,6298,1
4346,1,22541,0
4347,1,15121,0
4350,1,24145,0
4351,1,12950,1
4352,1,25194,0
4353,1,12564,1
4354,1,23348,0
4355,1,15874,0
4356,1,26799,0
4357,1,22066,0
4358,1,24840,0
4359,1,9231,1
4360,1,16239,0
4361,1,11913,1
4362,1,22174,0
4363,1,10120,1
4364,1,9864,1
4365,1,3857,1
4366,1,20178,0
4367,1,14947,0
4368,1,3477,1
4369,1,1010,1
4370,1,5363,1
4371,1,20464,0
4372,1,16730,0
4373,1,8568,1
4374,1,6311,1
4375,1,24885,0
4376,1,18915,0
4377,1,19733,0
4378,1,934,1
4379,1,20972,0
4380,1,7197,1
4381,1,18865,0
4382,1,19545,0
4383,1,1343,1
4384,1,8551,1
4385,1,22896,0
4386,1,12035,1
4387,1,25075,0
4390,1,1148,1
4391,1,10243,1
4392,1,10246,1
4393,1,18182,0
4394,1,470,1
4395,1,11603,1
4396,1,23783,0
4397,1,20210,0
4398,1,22795,0
4399,1,26209,0
4400,1,20051,0
4401,1,6006,1
4402,1,18855,0
4403,1,15718,0
4404,1,15800,0
4405,1,25094,0
4406,1,18517,0
4407,1,23267,0
4408,1,26350,0
4409,1,9360,1
4410,1,8586,1
4411,1,27180,0
4412,1,21905,0
4413,1,17571,0
4414,1,25697,0
4415,1,18471,0
4416,1,25443,0
4417,1,12800,1
4418,1,176,1
4419,1,11180,1
4420,1,7275,1
4421,1,11032,1
4422,1,1623,1
4423,1,1236,1
4424,1,6335,1
4425,1,2234,1
4426,1,5152,1
4427,1,15241,0
4428,1,14615,0
4429,1,18131,0
4430,1,2394,1
4431,1,21690,0
4432,1,5918,1
4433,1,11125,1
4434,1,20571,0
4435,1,2436,1
4436,1,27267,0
4437,1,19589,0
4438,1,18573,0
4439,1,18066,0
4440,1,3746,1
4441,1,9871,1
4442,1,7772,1
4443,1,1327,1
4444,1,6613,1
4445,1,5735,1
4446,1,22856,0
4447,1,3276,1
4448,1,2746,1
4449,1,8294,1
4450,1,8083,1
4451,1,24463,0
4452,1,9853,1
4453,1,25479,0
4454,1,14332,0
4455,1,26578,0
4456,1,8011,1
4457,1,3865,1
4458,1,17405,0
4459,1,9886,1
4460,1,12570,1
4461,1,14751,0
4462,1,20136,0
4463,1,10631,1
4464,1,14666,0
4465,1,268,1
4466,1,518,1
4467,1,7159,1
4468,1,16569,0
4469,1,16516,0
4470,1,6360,1
4471,1,21024,0
4472,1,10199,1
4473,1,6023,1
4474,1,7342,1
4475,1,16837,0
4476,1,14261,0
4477,1,19609,0
4478,1,937,1
4479,1,19884,0
4480,1,3459,1
4481,1,13758,0
4482,1,17133,0
4483,1,4965,1
4484,1,15335,0
4485,1,2774,1
4486,1,267,1
4487,1,3119,1
4488,1,8420,1
4489,1,1210,1
4490,1,20253,0
4491,1,740,1
4492,1,9595,1
4493,1,6218,1
4494,1,8852,1
4495,1,3036,1
4496,1,12523,1
4497,1,10543,1
4498,1,10859,1
4499,1,19821,0
4500,1,20771,0
4501,1,1769,1
4502,1,10605,1
4503,1,3708,1
4504,1,26285,0
4505,1,18769,0
4506,1,7626,1
4507,1,18269,0
4508,1,15014,0
4509,1,3562,1
4510,1,6659,1
4511,1,130,1
4512,1,18502,0
4513,1,4880,1
4514,1,4918,1
4515,1,1176,1
4516,1,5582,1
4517,1,14668,0
4518,1,1825,1
4519,1,15868,0
4520,1,24980,0
4521,1,160,1
4522,1,24530,0
4523,1,21314,0
4524,1,19088,0
4526,1,21418,0
4527,1,1707,1
4528,1,2216,1
4529,1,6329,1
4530,1,2995,1
4531,1,11932,1
4532,1,398,1
4533,1,26915,0
4534,1,13655,0
4535,1,24311,0
4536,1,13784,0
4537,1,12166,1
4538,1,14461,0
4539,1,6713,1
4540,1,3940,1
4541,1,17227,0
4542,1,25963,0
4543,1,12431,1
4544,1,17679,0
4545,1,22935,0
4546,1,5943,1
4547,1,14417,0
4548,1,11208,1
4549,1,26253,0
4550,1,9085,1
4551,1,449,1
4552,1,20070,0
4553,1,25423,0
4554,1,25325,0
4555,1,21250,0
4556,1,19399,0
4557,1,17870,0
4558,1,12736,1
4559,1,8727,1
4560,1,17716,0
4561,1,6606,1
4563,1,24259,0
4564,1,366,1
4565,1,25800,0
4566,1,7559,1
4567,1,15060,0
4568,1,20014,0
4569,1,10671,1
4570,1,1890,1
4571,1,23603,0
4572,1,5203,1
4573,1,27174,0
4574,1,5966,1
4575,1,22522,0
4576,1,13310,1
4577,1,7583,1
4578,1,18134,0
4579,1,1688,1
4580,1,6673,1
4581,1,17123,0
4582,1,4292,1
4583,1,4614,1
4584,1,19329,0
4585,1,20938,0
4586,1,7149,1
4587,1,23249,0
4588,1,25507,0
4589,1,24281,0
4590,1,4822,1
4591,1,22710,0
4592,1,16359,0
4593,1,454,1
4594,1,24859,0
4595,1,6958,1
4596,1,164,1
4597,1,6740,1
4598,1,182,1
4599,1,25315,0
4600,1,3183,1
4601,1,26508,0
4602,1,11206,1
4603,1,3742,1
4604,1,6356,1
4605,1,14782,0
4606,1,7862,1
4607,1,4787,1
4608,1,7087,1
4609,1,9899,1
4610,1,254,1
4611,1,23056,0
4612,1,19939,0
4613,1,4474,1
4614,1,18758,0
4615,1,10611,1
4616,1,22293,0
4617,1,11511,1
4618,1,27249,0
4619,1,8766,1
4620,1,933,1
4621,1,17662,0
4622,1,12060,1
4623,1,24023,0
4624,1,14180,0
4625,1,10783,1
4626,1,19910,0
4627,1,10201,1
4628,1,20957,0
4629,1,12947,1
4630,1,5642,1
4631,1,17601,0
4632,1,22866,0
4633,1,8262,1
4634,1,25763,0
4635,1,4848,1
4636,1,22770,0
4637,1,3357,1
4638,1,4415,1
4639,1,14689,0
4640,1,3179,1
4641,1,22889,0
4642,1,952,1
4643,1,26287,0
4644,1,7920,1
4645,1,5000,1
4646,1,20270,0
4647,1,17039,0
4648,1,21160,0
4649,1,17941,0
4650,1,14041,0
4651,1,24780,0
4652,1,13488,1
4653,1,15280,0
4654,1,11524,1
4655,1,8685,1
4656,1,9039,1
4657,1,20395,0
4658,1,14108,0
4659,1,7322,1
4660,1,11250,1
4661,1,13492,1
4662,1,21888,0
4663,1,17379,0
4664,1,12011,1
4665,1,6506,1
4666,1,9608,1
4667,1,24393,0
4668,1,19397,0
4669,1,8366,1
4670,1,9525,1
4671,1,26159,0
4672,1,6848,1
4673,1,10841,1
4674,1,26381,0
4675,1,11448,1
4676,1,22241,0
4677,1,22899,0
4678,1,8043,1
4679,1,20859,0
4680,1,304,1
4681,1,14279,0
4682,1,6193,1
4683,1,10254,1
4684,1,7765,1
4685,1,3920,1
4686,1,20684,0
4688,1,9042,1
4689,1,7077,1
4690,1,5952,1
4691,1,15508,0
4692,1,6075,1
4693,1,10852,1
4694,1,25022,0
4695,1,22064,0
4696,1,8728,1
4697,1,23970,0
4698,1,1139,1
4699,1,468,1
4700,1,18332,0
4701,1,24154,0
4702,1,16153,0
4703,1,14971,0
4704,1,617,1
4705,1,1310,1
4706,1,21692,0
4707,1,12432,1
4708,1,5300,1
4709,1,5905,1
4710,1,3251,1
4711,1,6739,1
4712,1,15403,0
4713,1,26242,0
4714,1,21710,0
4716,1,8758,1
4717,1,17418,0
4718,1,7264,1
4719,1,17977,0
4720,1,15164,0
4721,1,14777,0
4722,1,2829,1
4723,1,23847,0
4725,1,20157,0
4726,1,289,1
4727,1,9313,1
4728,1,2656,1
4729,1,3478,1
4730,1,8699,1
4731,1,23988,0
4732,1,5518,1
4733,1,16997,0
4734,1,3526,1
4735,1,10027,1
4736,1,1876,1
4737,1,22036,0
4738,1,14736,0
4739,1,7638,1
4740,1,20090,0
4741,1,9234,1
4742,1,21997,0
4743,1,7831,1
4744,1,14272,0
4745,1,18055,0
4746,1,15030,0
4747,1,4797,1
4748,1,4488,1
4749,1,16222,0
4750,1,377,1
4751,1,12491,1
4752,1,19570,0
4753,1,25385,0
4754,1,8724,1
4755,1,10323,1
4756,1,16271,0
4757,1,16188,0
4758,1,23848,0
4759,1,600,1
4760,1,2087,1
4761,1,9057,1
4762,1,24743,0
4763,1,7504,1
4765,1,16505,0
4766,1,19527,0
4767,1,19261,0
4768,1,5809,1
4769,1,10384,1
4770,1,14452,0
4771,1,4352,1
4772,1,7144,1
4773,1,6064,1
4774,1,21192,0
4775,1,11769,1
4776,1,26916,0
4777,1,8805,1
4780,1,11287,1
4781,1,6056,1
4782,1,18389,0
4783,1,16166,0
4784,1,12769,1
4785,1,19787,0
4786,1,9448,1
4787,1,5385,1
4788,1,4318,1
4789,1,2652,1
4790,1,6017,1
4791,1,25005,0
4792,1,21041,0
4793,1,22980,0
4794,1,16215,0
4795,1,11621,1
4796,1,6473,1
4797,1,17762,0
4798,1,113,1
4799,1,11854,1
4800,1,472,1
4801,1,20232,0
4802,1,16624,0
4803,1,5866,1
4804,1,16441,0
4805,1,26384,0
4806,1,10119,1
4807,1,20554,0
4808,1,848,1
4809,1,5049,1
4810,1,4571,1
4811,1,13530,1
4812,1,18254,0
4813,1,17128,0
4814,1,3773,1
4815,1,20348,0
4816,1,22333,0
4817,1,10914,1
4819,1,15780,0
4820,1,15769,0
4821,1,135,1
4823,1,11428,1
4824,1,18234,0
4825,1,22474,0
4826,1,18955,0
4827,1,20833,0
4828,1,26678,0
4829,1,2584,1
4830,1,25306,0
4831,1,10279,1
4832,1,8790,1
4833,1,12407,1
4834,1,3039,1
4835,1,18136,0
4836,1,3997,1
4837,1,14898,0
4838,1,26645,0
4839,1,6566,1
4840,1,18251,0
4841,1,26494,0
4842,1,425,1
4843,1,22012,0
4844,1,18170,0
4845,1,5268,1
4846,1,15461,0
4847,1,11264,1
4849,1,6810,1
4850,1,2531,1
4851,1,15028,0
4852,1,22459,0
4853,1,22611,0
4854,1,13010,1
4855,1,22898,0
4856,1,7015,1
4857,1,23978,0
4858,1,4111,1
4859,1,16801,0
4860,1,14518,0
4861,1,14218,0
4862,1,5360,1
4863,1,10025,1
4864,1,23115,0
4865,1,18506,0
4866,1,5235,1
4867,1,26984,0
4868,1,2197,1
4870,1,14620,0
4871,1,24138,0
4872,1,24913,0
4873,1,8700,1
4874,1,13486,1
4875,1,653,1
4876,1,12372,1
4878,1,7662,1
4879,1,3234,1
4880,1,17013,0
4881,1,20138,0
4882,1,9305,1
4883,1,19706,0
4884,1,27046,0
4885,1,8565,1
4886,1,2099,1
